"forecast_date","target","target_end_date","location","type","quantile","value","location_name"
2021-05-17,"-1 wk ahead inc case",2021-05-08,"GM01","observed",NA,17471,"Baden-Württemberg State"
2021-05-17,"0 wk ahead inc case",2021-05-15,"GM01","observed",NA,12696,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","point",NA,8579,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","point",NA,5582,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","point",NA,3644,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","point",NA,2367,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.01,2228.99,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.025,2832,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.05,3483,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.1,4342,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.15,5000,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.2,5578,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.25,6110,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.3,6608,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.35,7095,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.4,7580,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.45,8074,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.5,8579,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.55,9119,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.6,9686,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.65,10281,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.7,10940,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.75,11694.25,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.8,12541,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.85,13622,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.9,15014.1,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.95,17226,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.975,19339.025,"Baden-Württemberg State"
2021-05-17,"1 wk ahead inc case",2021-05-22,"GM01","quantile",0.99,22018.03,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.01,894.99,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.025,1235,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.05,1617,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.1,2166,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.15,2622.85,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.2,3040,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.25,3443,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.3,3851,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.35,4256,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.4,4674,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.45,5119,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.5,5582,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.55,6077,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.6,6608,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.65,7229,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.7,7917,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.75,8706,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.8,9678,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.85,10913,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.9,12636,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.95,15619.05,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.975,18646.05,"Baden-Württemberg State"
2021-05-17,"2 wk ahead inc case",2021-05-29,"GM01","quantile",0.99,22615.05,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.01,406,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.025,596,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.05,813,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.1,1158,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.15,1450,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.2,1738,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.25,2019,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.3,2306.7,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.35,2606.64999999999,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.4,2928.60000000001,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.45,3271,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.5,3644,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.55,4055.45,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.6,4509,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.65,5003,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.7,5593,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.75,6288,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.8,7139,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.85,8308,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.9,10006.1,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.95,13067.05,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.975,16373.025,"Baden-Württemberg State"
2021-05-17,"3 wk ahead inc case",2021-06-05,"GM01","quantile",0.99,21195.02,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.01,197,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.025,301,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.05,426.950000000001,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.1,640,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.15,828,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.2,1014,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.25,1204,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.3,1401,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.35,1614,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.4,1845,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.45,2090,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.5,2367,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.55,2670,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.6,3014,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.65,3421.35000000001,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.7,3894,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.75,4454,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.8,5199,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.85,6174,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.9,7662.10000000001,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.95,10545.1,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.975,13734,"Baden-Württemberg State"
2021-05-17,"4 wk ahead inc case",2021-06-12,"GM01","quantile",0.99,18597.1299999999,"Baden-Württemberg State"
2021-05-17,"-1 wk ahead cum case",2021-05-08,"GM01","observed",NA,463793,"Baden-Württemberg State"
2021-05-17,"0 wk ahead cum case",2021-05-15,"GM01","observed",NA,476489,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","point",NA,485068,"Baden-Württemberg State"
2021-05-17,"2 wk ahead cum case",2021-05-29,"GM01","point",NA,490970.5,"Baden-Württemberg State"
2021-05-17,"3 wk ahead cum case",2021-06-05,"GM01","point",NA,494927.5,"Baden-Württemberg State"
2021-05-17,"4 wk ahead cum case",2021-06-12,"GM01","point",NA,497616.5,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.01,478717.99,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.025,479321,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.05,479972,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.1,480831,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.15,481489,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.2,482067,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.25,482599,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.3,483097,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.35,483584,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.4,484069,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.45,484563,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.5,485068,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.55,485608,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.6,486175,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.65,486770,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.7,487429,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.75,488183.25,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.8,489030,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.85,490111,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.9,491503.1,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.95,493715,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.975,495828.025,"Baden-Württemberg State"
2021-05-17,"1 wk ahead cum case",2021-05-22,"GM01","quantile",0.99,498507.03,"Baden-Württemberg State"
2021-05-17,"2 wk ahead cum case",2021-05-29,"GM01","quantile",0.01,480056,"Baden-Württemberg State"
2021-05-17,"2 wk ahead cum case",2021-05-29,"GM01","quantile",0.025,481068.975,"Baden-Württemberg State"
2021-05-17,"2 wk ahead cum case",2021-05-29,"GM01","quantile",0.05,482128,"Baden-Württemberg State"
2021-05-17,"2 wk ahead cum case",2021-05-29,"GM01","quantile",0.1,483549.9,"Baden-Württemberg State"
