"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","point",NA,21590
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","point",NA,22199
2021-05-10,"3 wk ahead inc case",2021-05-29,"GM01","Baden-Wurttemberg","point",NA,22786
2021-05-10,"4 wk ahead inc case",2021-06-05,"GM01","Baden-Wurttemberg","point",NA,23156
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.01,12351
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.025,13896
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.05,15284
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.1,16593
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.15,17551
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.2,18270
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.25,18936
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.3,19548
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.35,20081
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.4,20567
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.45,21063
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.5,21590
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.55,22072
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.6,22596
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.65,23086
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.7,23608
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.75,24178
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.8,24848
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.85,25636
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.9,26516
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.95,27964
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.975,29300
2021-05-10,"1 wk ahead inc case",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.99,30706
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.01,12597
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.025,14189
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.05,15546
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.1,16963
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.15,17961
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.2,18740
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.25,19353
2021-05-10,"2 wk ahead inc case",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.3,19979
