"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","point",NA,2018
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","point",NA,1194
2021-05-10,"3 wk ahead inc case",2021-05-29,"PL72","Dolnoslaskie Province","point",NA,705
2021-05-10,"4 wk ahead inc case",2021-06-05,"PL72","Dolnoslaskie Province","point",NA,404
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.01,554
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.025,781
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.05,995
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.1,1217
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.15,1371
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.2,1506
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.25,1604
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.3,1690
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.35,1771
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.4,1858
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.45,1938
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.5,2018
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.55,2101
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.6,2179
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.65,2260
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.7,2346
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.75,2434
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.8,2544
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.85,2678
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.9,2826
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.95,3051
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.975,3247
2021-05-10,"1 wk ahead inc case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.99,3444
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.01,181
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.025,273
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.05,363
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.1,505
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.15,611
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.2,705
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.25,788
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.3,870
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.35,955
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.4,1028
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.45,1112
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.5,1194
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.55,1286
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.6,1384
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.65,1486
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.7,1598
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.75,1726
2021-05-10,"2 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.8,1875
