"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","point",NA,1611
2021-05-17,"2 wk ahead inc case",2021-05-29,"PL72","Dolnoslaskie Province","point",NA,1043
2021-05-17,"3 wk ahead inc case",2021-06-05,"PL72","Dolnoslaskie Province","point",NA,655
2021-05-17,"4 wk ahead inc case",2021-06-12,"PL72","Dolnoslaskie Province","point",NA,390
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.01,290
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.025,493
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.05,659
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.1,870
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.15,1012
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.2,1126
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.25,1223
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.3,1308
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.35,1386
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.4,1469
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.45,1538
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.5,1611
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.55,1683
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.6,1754
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.65,1828
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.7,1906
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.75,1993
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.8,2087
2021-05-17,"1 wk ahead inc case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.85,2207
